filename,pred_class,confidence,top3_classes
10050349236.jpg,chromatic_aberrations,0.8234736919403076,"[('chromatic_aberrations', 0.8234736919403076), ('mean shift', 0.12216077744960785), ('image_denoising', 0.02817963995039463)]"
10058760545.jpg,jpeg_transmission_errors,0.999461829662323,"[('jpeg_transmission_errors', 0.999461829662323), ('sparse_sampling_and_reconstruction', 0.00040551493293605745), ('comfort_noise', 2.634905104059726e-05)]"
10077880165.jpg,change of color saturation,0.9990049004554749,"[('change of color saturation', 0.9990049004554749), ('jpeg_transmission_errors', 0.0007152282050810754), ('sparse_sampling_and_reconstruction', 0.00024462028522975743)]"
10089027076.jpg,sparse_sampling_and_reconstruction,0.5223562717437744,"[('sparse_sampling_and_reconstruction', 0.5223562717437744), ('jpeg_transmission_errors', 0.43793636560440063), ('change of color saturation', 0.022029943764209747)]"
10091520555.jpg,chromatic_aberrations,0.971187174320221,"[('chromatic_aberrations', 0.971187174320221), ('mean shift', 0.019270259886980057), ('image_denoising', 0.005681402049958706)]"
10111411235.jpg,contrast_change,0.6532906293869019,"[('contrast_change', 0.6532906293869019), ('chromatic_aberrations', 0.26979535818099976), ('quantization_noise', 0.053353600203990936)]"
10125013364.jpg,quantization_noise,0.9958003163337708,"[('quantization_noise', 0.9958003163337708), ('chromatic_aberrations', 0.004054430406540632), ('impulse_noise', 4.9454796680947766e-05)]"
10178112894.jpg,chromatic_aberrations,0.970112681388855,"[('chromatic_aberrations', 0.970112681388855), ('mean shift', 0.02363327518105507), ('image_denoising', 0.003564049256965518)]"
10187102065.jpg,chromatic_aberrations,0.698889434337616,"[('chromatic_aberrations', 0.698889434337616), ('image_denoising', 0.18068954348564148), ('mean shift', 0.07039997726678848)]"
10205220286.jpg,mean shift,0.5467490553855896,"[('mean shift', 0.5467490553855896), ('contrast_change', 0.45129671692848206), ('change of color saturation', 0.00104010128416121)]"
10209917915.jpg,change of color saturation,0.9947271943092346,"[('change of color saturation', 0.9947271943092346), ('contrast_change', 0.00453516561537981), ('jpeg_transmission_errors', 0.0004649828188121319)]"
10211880874.jpg,chromatic_aberrations,0.7553728222846985,"[('chromatic_aberrations', 0.7553728222846985), ('mean shift', 0.21233701705932617), ('image_denoising', 0.01665378361940384)]"
10213881683.jpg,chromatic_aberrations,0.9928829669952393,"[('chromatic_aberrations', 0.9928829669952393), ('image_denoising', 0.0070580593310296535), ('quantization_noise', 1.2428523405105807e-05)]"
10221144393.jpg,chromatic_aberrations,0.9948570728302002,"[('chromatic_aberrations', 0.9948570728302002), ('image_denoising', 0.004958877339959145), ('spatially_correlated_noise', 3.7884914490859956e-05)]"
10224586444.jpg,chromatic_aberrations,0.6893816590309143,"[('chromatic_aberrations', 0.6893816590309143), ('mean shift', 0.3038736879825592), ('image_denoising', 0.0034223366528749466)]"
10226277514.jpg,chromatic_aberrations,0.9662929177284241,"[('chromatic_aberrations', 0.9662929177284241), ('mean shift', 0.006308972369879484), ('contrast_change', 0.0043394300155341625)]"
10226524916.jpg,chromatic_aberrations,0.831153929233551,"[('chromatic_aberrations', 0.831153929233551), ('image_denoising', 0.16427846252918243), ('gaussian_blur', 0.0037154487799853086)]"
10244314384.jpg,change of color saturation,0.999833345413208,"[('change of color saturation', 0.999833345413208), ('contrast_change', 0.00015040124708320946), ('jpeg_transmission_errors', 9.558512829244137e-06)]"
10279904885.jpg,impulse_noise,0.994664192199707,"[('impulse_noise', 0.994664192199707), ('chromatic_aberrations', 0.001881152275018394), ('quantization_noise', 0.001341904979199171)]"
10280835505.jpg,change of color saturation,0.8582809567451477,"[('change of color saturation', 0.8582809567451477), ('mean shift', 0.10924749821424484), ('contrast_change', 0.022396745160222054)]"
1029470257.jpg,contrast_change,0.7702008485794067,"[('contrast_change', 0.7702008485794067), ('quantization_noise', 0.22936175763607025), ('chromatic_aberrations', 0.0001064202660927549)]"
10296038236.jpg,contrast_change,0.7748778462409973,"[('contrast_change', 0.7748778462409973), ('quantization_noise', 0.22345732152462006), ('chromatic_aberrations', 0.001111813122406602)]"
102995966.jpg,chromatic_aberrations,0.9696106910705566,"[('chromatic_aberrations', 0.9696106910705566), ('image_denoising', 0.020905882120132446), ('mean shift', 0.00872347503900528)]"
10319713194.jpg,image_denoising,0.999871015548706,"[('image_denoising', 0.999871015548706), ('jpeg2000_compression', 0.0001040887800627388), ('chromatic_aberrations', 1.69346767506795e-05)]"
10330831494.jpg,contrast_change,0.7952870726585388,"[('contrast_change', 0.7952870726585388), ('non_eccentricity_pattern_noise', 0.09851329028606415), ('mean shift', 0.08150022476911545)]"
10342569703.jpg,image_denoising,0.4927995800971985,"[('image_denoising', 0.4927995800971985), ('chromatic_aberrations', 0.2209024727344513), ('mean shift', 0.13595269620418549)]"
10344921126.jpg,jpeg2000_compression,0.981012225151062,"[('jpeg2000_compression', 0.981012225151062), ('sparse_sampling_and_reconstruction', 0.011838734149932861), ('gaussian_blur', 0.005811312701553106)]"
1036840624.jpg,image_denoising,0.9970055222511292,"[('image_denoising', 0.9970055222511292), ('jpeg2000_compression', 0.0027000252157449722), ('gaussian_blur', 0.00014911004109308124)]"
10371125786.jpg,quantization_noise,0.7753316164016724,"[('quantization_noise', 0.7753316164016724), ('non_eccentricity_pattern_noise', 0.15434208512306213), ('chromatic_aberrations', 0.018607478588819504)]"
10382843045.jpg,chromatic_aberrations,0.9995958209037781,"[('chromatic_aberrations', 0.9995958209037781), ('image_denoising', 0.0003054728149436414), ('mean shift', 5.260520993033424e-05)]"
10407720764.jpg,change of color saturation,0.9999316930770874,"[('change of color saturation', 0.9999316930770874), ('jpeg_transmission_errors', 3.736232247320004e-05), ('contrast_change', 1.2520697055151686e-05)]"
10408374535.jpg,mean shift,0.9728901386260986,"[('mean shift', 0.9728901386260986), ('contrast_change', 0.022301172837615013), ('gaussian_blur', 0.004379396326839924)]"
10415628976.jpg,chromatic_aberrations,0.5251167416572571,"[('chromatic_aberrations', 0.5251167416572571), ('gaussian_blur', 0.4364655017852783), ('image_denoising', 0.03682809695601463)]"
10415631353.jpg,impulse_noise,0.681222140789032,"[('impulse_noise', 0.681222140789032), ('quantization_noise', 0.19464318454265594), ('chromatic_aberrations', 0.11893613636493683)]"
10430335945.jpg,contrast_change,0.9725245833396912,"[('contrast_change', 0.9725245833396912), ('mean shift', 0.026089798659086227), ('quantization_noise', 0.0007346735801547766)]"
10440370734.jpg,mean shift,0.8152937293052673,"[('mean shift', 0.8152937293052673), ('image_denoising', 0.13528427481651306), ('chromatic_aberrations', 0.02206074260175228)]"
